iter	Logloss
424	0.5181213663
425	0.5181087678
426	0.5180996526
427	0.5180804224
428	0.5180683567
429	0.5180608147
430	0.5180436046
431	0.5180216907
432	0.5180108132
433	0.5180039469
434	0.51798225
435	0.5179673262
436	0.5179552099
437	0.5179460966
438	0.5179250636
439	0.517913708
440	0.5178971588
441	0.5178856745
442	0.5178633619
443	0.5178506476
444	0.5178471424
445	0.5178392351
446	0.5178245364
447	0.5178054114
448	0.5177997924
449	0.5177865342
450	0.5177682004
451	0.5177549973
452	0.5177412275
453	0.5177378466
454	0.5177284733
455	0.5177229092
456	0.5177151609
457	0.5176996557
458	0.5176931063
459	0.517672964
460	0.5176696467
461	0.5176527172
462	0.5176396756
463	0.5176231815
464	0.5176081653
465	0.5175979198
466	0.517576441
467	0.517556966
468	0.5175408581
469	0.5175308348
470	0.5175175494
471	0.5175019643
472	0.5174950511
473	0.5174811318
474	0.517463418
475	0.517438539
476	0.5174300128
477	0.5174104484
478	0.5174062616
479	0.5173933068
480	0.5173720483
481	0.51736571
482	0.5173515269
483	0.5173412574
484	0.5173314048
485	0.517316207
486	0.51731379
487	0.5173031952
488	0.5172874359
489	0.517272407
490	0.5172686917
491	0.5172495993
492	0.517234289
493	0.5172244257
494	0.5172094602
495	0.5172060284
496	0.5171848368
497	0.5171717299
498	0.5171655833
499	0.5171397102
500	0.5171237668
501	0.5171091156
502	0.5171047763
503	0.5170946671
504	0.5170834772
505	0.5170747082
506	0.5170531237
507	0.5170432804
508	0.51701943
509	0.5170127152
510	0.5170100469
511	0.5169994015
512	0.5169965677
513	0.5169886611
514	0.5169721292
515	0.5169615485
516	0.5169378649
517	0.5169344355
518	0.5169062468
519	0.5169018912
520	0.516880905
521	0.5168720785
522	0.5168614412
523	0.5168479399
524	0.5168404593
525	0.5168331235
526	0.5168198745
527	0.5168103636
528	0.5168009077
529	0.5167867056
530	0.5167845625
531	0.5167786917
532	0.5167713002
533	0.5167553663
534	0.516751475
535	0.5167385003
536	0.5167350056
537	0.5167180145
538	0.5167128353
539	0.5167009583
540	0.5166861625
541	0.5166797476
542	0.5166689223
543	0.5166546693
544	0.5166412014
545	0.5166355991
546	0.5166195716
547	0.5166100056
548	0.5165945183
549	0.5165872696
550	0.5165673578
551	0.5165556479
552	0.5165403643
553	0.5165331266
554	0.5165326042
555	0.5165286338
556	0.5165221629
557	0.5165176244
558	0.5165075293
559	0.5164957655
560	0.5164912072
561	0.5164856242
562	0.5164792476
563	0.5164730956
564	0.5164497916
565	0.5164476534
566	0.5164417462
567	0.5164343265
568	0.5164317212
569	0.5164212165
570	0.5164166272
571	0.5164114772
572	0.5163997107
573	0.5163862808
574	0.5163706106
575	0.5163656279
576	0.5163483813
577	0.5163334388
578	0.516322238
579	0.5162878284
580	0.5162702743
581	0.5162601545
582	0.516246884
583	0.5162369314
584	0.5162296197
585	0.5162179994
586	0.5161966874
587	0.5161839579
588	0.5161745242
589	0.5161532253
590	0.5161489498
591	0.5161347836
592	0.5161292007
593	0.5161232654
594	0.516117446
595	0.5160998446
596	0.516087409
597	0.5160769279
598	0.5160692295
599	0.5160654727
600	0.5160565614
601	0.5160434919
602	0.5160256332
603	0.5160177642
604	0.5160157109
605	0.5160077697
606	0.5159874908
607	0.5159803783
608	0.515969736
609	0.5159655985
610	0.5159591469
611	0.5159383941
612	0.5159308779
613	0.5159192402
614	0.5159063905
615	0.5158895067
616	0.5158643891
617	0.5158624425
618	0.5158533208
619	0.5158494954
620	0.515833687
621	0.5158259589
622	0.5158226575
623	0.5158200286
624	0.5158120892
625	0.5158083336
626	0.5158032558
627	0.5158000662
628	0.5157935168
629	0.5157847704
630	0.5157833282
631	0.5157804605
632	0.5157789684
633	0.5157757937
634	0.5157680758
635	0.5157641852
636	0.5157516442
637	0.5157463892
638	0.5157354207
639	0.5157284259
640	0.5157227947
641	0.5157109912
642	0.5156996177
643	0.5156871569
644	0.5156803032
645	0.5156754771
646	0.5156701503
647	0.5156568717
648	0.5156407283
649	0.5156347216
650	0.5156336204
651	0.5156276067
652	0.5156253405
653	0.515619402
654	0.515614031
655	0.5156047223
656	0.5155933176
657	0.5155845656
658	0.5155784952
659	0.5155738763
660	0.5155654664
661	0.5155579203
662	0.5155541182
663	0.5155353555
664	0.5155304028
665	0.5155227127
666	0.5155182031
667	0.5155047622
668	0.5155025202
669	0.5154908317
670	0.5154859726
671	0.5154707043
672	0.5154674847
673	0.5154583071
674	0.515438871
675	0.5154315339
676	0.5154210744
677	0.5154169819
678	0.5154044895
679	0.5153920226
680	0.5153815145
681	0.5153745933
682	0.5153674292
683	0.5153513107
684	0.5153448827
685	0.5153416752
686	0.5153390564
687	0.5153340881
688	0.5153265486
689	0.5153172326
690	0.5152972895
691	0.5152892904
692	0.5152799818
693	0.5152742028
694	0.515263946
695	0.5152538671
696	0.515249543
697	0.5152424731
698	0.5152354222
699	0.5152186521
700	0.5152139408
701	0.5152089514
702	0.5152077461
703	0.5151992532
704	0.5151954675
705	0.5151897278
706	0.5151794376
707	0.5151756346
708	0.5151725409
709	0.5151656851
710	0.5151618548
711	0.515156202
712	0.515143289
713	0.515136718
714	0.5151321004
715	0.5151267831
716	0.5151213248
717	0.5151148141
718	0.5151048865
719	0.5150968341
720	0.5150865599
721	0.5150834211
722	0.5150787858
723	0.5150776073
724	0.5150746949
725	0.5150681785
726	0.5150534224
727	0.5150394894
728	0.5150359783
729	0.5150138741
730	0.5150073909
731	0.5149968247
732	0.5149953179
733	0.5149886632
734	0.5149800685
735	0.5149735834
736	0.5149655625
737	0.5149584687
738	0.5149518867
739	0.5149302183
740	0.5149279337
741	0.5149265844
742	0.5149250531
743	0.5149209188
744	0.5149086952
745	0.514905492
746	0.5148983312
747	0.5148914071
748	0.5148822586
749	0.5148728283
750	0.5148703109
751	0.5148697219
752	0.5148627276
753	0.5148518331
754	0.5148489006
755	0.5148467849
756	0.5148253112
757	0.5148169983
758	0.5148105795
759	0.5147907877
760	0.5147880381
761	0.5147732684
762	0.5147650877
763	0.5147586768
764	0.5147432697
765	0.5147406837
766	0.5147331824
767	0.5147301725
768	0.5147189918
769	0.5147069518
770	0.5146971926
771	0.5146839432
772	0.514682393
773	0.5146807194
774	0.5146765433
775	0.5146747242
776	0.5146650854
777	0.51465586
778	0.5146383958
779	0.5146313217
780	0.5146244844
781	0.5146022895
782	0.5145887706
783	0.5145718021
784	0.5145676427
785	0.5145641121
786	0.5145593303
787	0.514547989
788	0.5145413559
789	0.5145368857
790	0.5145310302
791	0.5145251161
792	0.5145234341
793	0.5145129755
794	0.5145078177
795	0.5144971587
796	0.5144899971
797	0.5144862297
798	0.5144818281
799	0.5144775639
800	0.5144728989
801	0.5144467885
802	0.5144409082
803	0.5144353903
804	0.5144153658
805	0.5144079454
806	0.5144008132
807	0.5143984992
808	0.5143819254
809	0.5143736175
810	0.5143701585
811	0.514344894
812	0.5143347889
813	0.5143295418
814	0.5143220883
815	0.5143133655
816	0.5143055473
817	0.5142987452
818	0.5142926171
819	0.5142689227
820	0.5142639753
821	0.5142590201
822	0.5142534976
823	0.5142522348
824	0.5142417616
825	0.5142339435
826	0.5142314074
827	0.5142213948
828	0.5142145868
829	0.514199868
830	0.5141923744
831	0.5141759878
832	0.5141709692
833	0.5141683857
834	0.5141657416
835	0.5141594387
836	0.514152595
837	0.5141523524
838	0.5141491606
839	0.514137365
840	0.5141359765
841	0.5141269738
842	0.5141230194
843	0.5141191317
844	0.5141147121
845	0.5141067541
846	0.5141020617
847	0.514092832
848	0.5140865385
849	0.5140842426
850	0.5140804945
851	0.514076484
852	0.5140724403
853	0.5140682265
854	0.5140523982
855	0.5140468463
856	0.5140374529
857	0.5140366842
858	0.5140304291
859	0.5140204898
860	0.514016456
861	0.5140097008
862	0.5140039989
863	0.5139938119
864	0.5139914266
865	0.5139878035
866	0.5139868196
867	0.5139729208
868	0.5139705098
869	0.5139706282
870	0.5139602758
871	0.5139554434
872	0.5139434993
873	0.5139323899
874	0.5139276941
875	0.5139224049
876	0.5139188659
877	0.5139142525
878	0.5139057064
879	0.5138964334
880	0.5138905407
881	0.513874152
882	0.513868165
883	0.5138441456
884	0.5138338885
885	0.5138288427
886	0.5138177517
887	0.5137958651
888	0.5137922414
889	0.513786147
890	0.513783014
891	0.5137793763
892	0.5137752313
893	0.5137741863
894	0.5137707202
895	0.5137610105
896	0.5137536172
897	0.5137446725
898	0.5137402924
899	0.513735771
900	0.5137261508
901	0.5137185901
902	0.51371776
903	0.5137069071
904	0.5136942199
905	0.5136911775
906	0.513689323
907	0.513680612
908	0.513674614
909	0.5136692106
910	0.5136679772
911	0.5136660636
912	0.5136641388
913	0.5136618046
914	0.5136555956
915	0.5136545288
916	0.5136501635
917	0.5136442275
918	0.5136397732
919	0.5136302922
920	0.5136268958
921	0.5136221127
922	0.5136130017
923	0.5136107598
924	0.5136063541
925	0.5136029882
926	0.5135992392
927	0.5135958363
928	0.5135906246
929	0.5135852454
930	0.5135791578
931	0.5135760588
932	0.5135610486
933	0.5135576362
934	0.5135538671
935	0.513551703
936	0.5135467308
937	0.5135405284
938	0.5135314133
939	0.5135275076
940	0.513525826
941	0.5135234346
942	0.5135194977
943	0.5135160411
944	0.5135154788
945	0.5135009639
946	0.5134954733
947	0.5134930424
948	0.5134891578
949	0.5134808658
950	0.5134757456
951	0.5134681331
952	0.5134644803
953	0.5134639748
954	0.5134546175
955	0.5134411396
956	0.5134266392
957	0.5134105421
958	0.5134073185
959	0.513400608
960	0.5133960693
961	0.5133878841
962	0.5133796062
963	0.5133705011
964	0.5133609571
965	0.5133512688
966	0.5133481537
967	0.5133454035
968	0.5133387277
969	0.513325206
970	0.5133233281
971	0.5133099916
972	0.513305716
973	0.5133021232
974	0.5132982182
975	0.5132881837
976	0.5132831685
977	0.5132775645
978	0.5132713857
979	0.5132545065
980	0.5132480179
981	0.5132442461
982	0.5132430487
983	0.5132390292
984	0.5132356882
985	0.5132336245
986	0.5132301749
987	0.5132292293
988	0.5132281075
989	0.5132218323
990	0.5132154609
991	0.5132112197
992	0.5132086296
993	0.5131941915
994	0.5131893247
995	0.5131852223
996	0.5131790901
997	0.5131753504
998	0.5131727885
999	0.5131717915
